Word,POS,Pronunciation,Meaning
enquiry,n,in'kwaiəri,"sự điều tra, sự thẩm vấn"
ensure,v,"ɛnˈʃʊər , ɛnˈʃɜr","bảo đảm, chắc chắn"
enter,v,´entə,"đi vào, gia nhập"
entertain,v,",entə'tein","giải trí, tiếp đón, chiêu đãi"
entertainer,n,¸entə´teinə,"người quản trò, người tiếp đãi, chiêu đãi"
entertaining,adj,",entə'teiniɳ",giải trí
entertainment,n,entə'teinm(ə)nt,"sự giải trí, sự tiếp đãi, chiêu đãi"
enthusiasm,n,ɛnˈθuziˌæzəm,"sự hăng hái, sự nhiệt tình"
enthusiastic,adj,ɛnˌθuziˈæstɪk,"hăng hái, say mê, nhiệt tình"
entire,adj,in'taiə,"toàn thể, toàn bộ"
entirely,adv,in´taiəli,"toàn vẹn, trọn vẹn, toàn bộ"
entitle,v,in'taitl,"cho tiêu đề, cho tên (sách)"
entrance,n,entrəns,"sự đi vào, sự nhậm chức"
entry,n,ˈɛntri,"sự ghi vào sổ sách, sự đi vào, sự tiếp nhận (pháp lý)"
envelope,n,enviloup,phong bì
environment,n,in'vaiərənmənt,"môi trường, hoàn cảnh xung quanh"
environmental,adj,"in,vairən'mentl",thuộc về môi trường
equal,"adj, n, v",´i:kwəl,"ngang, bằng"
equally,adv,i:kwзli,"bằng nhau, ngang bằng"
equipment,n,i'kwipmənt,"trang, thiết bị"
equivalent,"adj, n",i´kwivələnt,tương đương
error,n,erə,"lỗi, sự sai sót, sai lầm"
escape,"v, n",is'keip,"trốn thoát, thoát khỏi"
especially,adv,is'peʃəli,"đặc biệt là, nhất là"
essay,n,ˈɛseɪ,bài tiểu luận
essential,"adj, n",əˈsɛnʃəl,"bản chất, thực chất, cốt yếu"
essentially,adv,e¸senʃi´əli,"về bản chất, về cơ bản"
establish,v,ɪˈstæblɪʃ,"lập, thành lập"
estate,n,ɪˈsteɪt,"tài sản, di sản, bất động sản"
estimate,"n, v",estimit - 'estimeit,"sự ước lượng, đánh giá"
etc.,,et setərə,vân vân
et cetera,,et setərə,vân vân
euro,n,´ju:rou,đơn vị tiền tệ của liên minh châu Âu
even,"adv, adj",i:vn,"ngay cả, ngay, lại còn"
evening,n,i:vniɳ,"buổi chiều, tối"
event,n,i'vent,"sự việc, sự kiện"
eventually,adv,i´ventjuəli,cuối cùng
ever,adv,evə(r),"từng, từ trước tới giờ"
everybody,pron,´evri¸wʌn,mọi người
everywhere,adv,´evri¸weə,mọi nơi
evidence,n,evidəns,"điều hiển nhiên, điều rõ ràng"
evil,"adj, n",i:vl,"xấu, ác"
ex-,prefix,i:vl,tiền tố chỉ bên ngoài
exact,adj,ig´zækt,"chính xác, đúng"
exactly,adv,ig´zæktli,"chính xác, đúng đắn"
exaggerate,v,ig´zædʒə¸reit,"cường điệu, phóng đại"
exaggerated,adj,ig'zædЗзreit,"cường điệu, phòng đại"
exam,n,ig´zæm,viết tắt của Examination (xem nghĩa phía dưới)
examination,n,ig¸zæmi´neiʃən,"sự thi cử, kỳ thi"
examine,v,ɪgˈzæmɪn,"thẩm tra, khám xét, hỏi han (thí sinh)"
example,n,ig´za:mp(ə)l,"thí dụ, ví dụ"
excellent,adj,ˈeksələnt,"xuất sắc, xuất chúng"
except,"prep, conj",ik'sept,"trừ ra, không kể"
exception,n,ik'sepʃn,"sự trừ ra, sự loại ra"
exchange,"v, n",iks´tʃeindʒ,trao đổi
excite,v,ik'sait,"kích thích, kích động"
excited,adj,ɪkˈsaɪtɪd,"bị kích thích, bị kích động"
excitement,n,ik´saitmənt,"sự kích thích, sự kích động"
exciting,adj,ik´saitiη,"hứng thú, thú vị"
exclude,v,iks´klu:d,"ngăn chặn, loại trừ"
excluding,prep,iks´klu:diη,"ngoài ra, trư ra"
excuse,"n, v",iks´kju:z,"lời xin lỗi, bào chữa"
executive,"n, adj",ɪgˈzɛkyətɪv,"sự thi hành, chấp hành"
exercise,"n, v",eksəsaiz,"bài tập, sự thi hành, sự thực hiện"
exhibit,"v, n",ɪgˈzɪbɪt,"trưng bày, triển lãm"
exhibition,n,ˌɛksəˈbɪʃən,"cuộc triển lãm, trưng bày"
exist,v,ig'zist,"tồn tại, sống"
existence,n,ig'zistəns,"sự tồn tại, sự sống"
exit,n,´egzit,"lỗi ra, sự đi ra, thoát ra"
expand,v,iks'pænd,"mở rộng, phát triển, nở, giãn ra"
expect,v,ik'spekt,"chờ đợi, mong ngóng"
expectation,n,",ekspek'tei∫n","sự mong chờ, sự chờ đợi"
expected,adj,iks´pektid,"được chờ đợi, được hy vọng"
expense,n,ɪkˈspɛns,chi phí
expensive,adj,iks'pensiv,đắt
experience,"n, v",iks'piəriəns,kinh nghiệm
experienced,adj,eks´piəriənst,"có kinh nghiệm, tưng trải, giàu kinh nghiệm"
experiment,"n, v",(n)ɪkˈspɛrəmənt,cuộc thí nghiệm
expert,"n, adj",",ekspз'ti:z",chuyên gia
explain,v,iks'plein,"giải nghĩa, giải thích"
explanation,n,",eksplə'neiʃn","sự giải nghĩa, giải thích"
explode,v,iks'ploud,đập tan (hy vọng
explore,v,iks´plɔ:,"thăm dò, thám hiểm"
explosion,n,iks'plouʤn,"sự nổ, sự phát triển ồ ạt"
export,"v, n",iks´pɔ:t,xuất khẩu
expose,v,ɪkˈspoʊz,"trưng bày, phơi bày"
express,"v, adj",iks'pres,"diễn tả, biểu lộ, bày tỏ"
expression,n,iks'preʃn,"sự diễn tả, sự bày tỏ, biểu lộ, sự diễn đạt"
extend,v,iks'tend,"giơ, duỗi ra (tay, châ(n)"
extension,n,ɪkstent ʃən,"sự giơ, duỗi"
extensive,adj,iks´tensiv,"rộng rãi, bao quát"
extent,nv,ɪkˈstɛnt,"quy mô, phạm vi"
extra,"adj, n, adv",ekstrə,"thêm, phụ, ngoại"
extraordinary,adj,iks'trɔ:dnri,"đặc biệt, lạ thường, khác thường"
extreme,"adj, n",iks'tri:m,"vô cùng, khắc nghiệt, quá khích, cực đoan"
extremely,adv,iks´tri:mli,"vô cùng, cực độ"
eye,n,ai,mắt
face,"n, v",feis,"mặt, thể diện"
facility,n,fəˈsɪlɪti,"điều kiện dễ dàng, sự dễ dàng, thuận lợi"
fact,n,fækt,"việc, sự việc, sự kiện"
factor,n,fæktə,nhân tố
factory,n,fæktəri,"nhà máy, xí nghiệp, xưởng"
fail,v,feil,"sai, thất bại"
failure,n,ˈfeɪlyər,"sự thất bại, người thất bại"
faint,adj,feɪnt,"nhút nhát, yếu ớt"
faintly,adv,feintli,"nhút nhát, yếu ớt"
fair,adj,feə,"hợp lý, công bằng"
fairly,adv,feəli,"hợp lý, công bằng"
faith,n,feiθ,"sự tin tưởng, tin cậy"
faithful,adj,feiθful,"trung thành, chung thủy, trung thực"
faithfully,adv,feiθfuli,"trung thành, chung thủy, trung thực"
fall,"v, n",fɔl,"rơi, ngã, sự rơi, ngã"
False,adj,fo:ls,"sai, nhầm, giả dối"
fame,n,feim,"tên tuổi, danh tiếng"
familiar,adj,fəˈmiliər,"thân thiết, quen thộc"
family,"n, adj",ˈfæmili,"gia đình, thuộc gia đình"
famous,adj,feiməs,nổi tiếng
fan,n,fæn,người hâm mộ
fancy,"v, adj",ˈfænsi,"tưởng tượng, cho, nghĩ rằng"
far,"adv, adj",fɑ:,xa
farm,n,fa:m,trang trại
farmer,n,fɑ:mə(r),"nông dân, người chủ trại"
farming,n,fɑ:miɳ,"công việc trồng trọt, đồng áng"
fashion,n,fæ∫ən,"mốt, thời trang"
fashionable,adj,fæʃnəbl,"đúng mốt, hợp thời trang"
fast,"adj, adv",fa:st,nhanh
fasten,v,fɑ:sn,"buộc, trói"
fat,"adj, n",fæt,"béo, béo bở"
father,n,fɑ:ðə,cha (bố)
faucet,n,ˈfɔsɪt,vòi (ở thùng rượu )
fault,n,fɔ:lt,"sự thiết sót, sai sót"
favour,n,feivз,)
favourite,"adj, n",feivзrit,được ưa thích
fear,"n, v",fɪər,"sự sợ hãi, e sợ"
feather,n,feðə,lông chim
feature,"n, v",fi:tʃə,"nét đặt biệt, điểm đặc trưng"
federal,adj,fedərəl,liên bang
fee,n,fi:,"tiền thù lao, học phí"
feed,v,fid,"cho ăn, nuôi"
feel,v,fi:l,cảm thấy
feel sick,,fi:l,buồn nôn
feeling,n,fi:liɳ,"sự cảm thấy, cảm giác"
fellow,n,felou,"anh chàng (đáng yêu), đồng chí"
female,"adj, n",´fi:meil,thuộc giống cái
fence,n,fens,hàng rào
festival,n,festivəl,"lễ hội, đại hội liên hoan"
fetch,v,fetʃ,"tìm về, đem về"
fever,n,fi:və,"cơn sốt, bệnh sốt"
few,"det, adj, pron",fju:,"ít,vài"
field,n,fi:ld,"cánh đồng, bãi chiến trường"
fight,"v, n",fait,"đấu tranh, chiến đấu"
fighting,n,´faitiη,"sự chiến đấu, sự đấu tranh"
figure,"n, v",figə(r),"hình dáng, nhân vật"
file,n,fail,"hồ sơ, tài liệu"
fill,v,fil,"làm đấy, lấp kín"
film,"n, v",film,"phim, được dựng thành phim"
final,"adj, n",fainl,"cuối cùng, cuộc đấu chung kết"
finally,adv,´fainəli,"cuối cùng, sau cùng"
finance,"n, v","fɪˈnæns , ˈfaɪnæns",tài chính
financial,adj,fai'næn∫l,thuộc (tài chính)
find,v,faind,"tìm, tìm thấy"
fine,adj,fain,"tốt, giỏi"
finely,adv,´fainli,"đẹp đẽ, tế nhị, cao thượng"
finger,n,fiɳgə,ngón tay
finish,"v, n",fiɳgə,"kết thúc, hoàn thành"
finished,adj,ˈfɪnɪʃt,"hoàn tất, hoàn thành"
fire,"n, v",faiə,lửa
firm,"n, adj, adv",fə:m,"hãng, công ty"
firmly,adv,´fə:mli,"vững chắc, kiên quyết"
first,"det, adv, n",fə:st,tiếp
fish,"n, v",fɪʃ,"cá, món cá"
fishing,n,´fiʃiη,"sự câu cá, sự đánh cá"
fit,"v, adj",fit,"hợp, vưa"
fix,v,fiks,"đóng, gắn, lắp"
fixed,adj,fiks,"đứng yên, bất động"
flag,n,flæg,quốc kỳ
flame,n,fleim,ngọn lửa
flash,"v, n",flæ∫,"loé sáng, vụt sáng"
flat,"adj, n",flæt,"bằng phẳng, bẹt, nhẵn"
flavour,"n, v",fleivə,"vị, mùi"
flesh,n,fle∫,thịt
flight,n,flait,"sự bỏ chạy, rút chạy"
float,v,floʊt,"nổi, trôi, lơ lửng"
flood,"n, v",flʌd,"lụt, lũ lụtl"
floor,n,flɔ:,"sàn, tầng (nhà)"
flour,n,´flauə,"bột, bột mỳ"
flow,"n, v",flow,sự chảy
flower,n,flauə,"hoa, bông, đóa, cây hoa"
flu,n,flu:,bệnh cúm
fly,"v, n",flaɪ,bay
flying,"adj, n",´flaiiη,biết bay
focus,"v, n",foukəs,tập trung
fold,"v, n",foʊld,"gấp, vén, xắn"
folding,adj,´fouldiη,gấp lại được
follow,v,fɔlou,"đi theo sau, theo, tiếp theo"
following,"adj, prep",´fɔlouiη,"tiếp theo, theo sau, sau đây"
food,n,fu:d,"đồ ăn, thức, món ăn"
foot,n,fut,"chân, bàn chân"
football,n,ˈfʊtˌbɔl,bóng đá
force,"n, v",fɔ:s,sức mạnh
forecast,"n, v",fɔ:'kɑ:st,"sự dự đoán, dự báo"
foreign,adj,fɔrin,"(thuộc) nước ngoài, tư nước ngoài, ở nước ngoài"
forest,n,forist,rừng
forever,adv,fə'revə,mãi mãi
forget,v,fə'get,quên
forgive,v,fərˈgɪv,"tha, tha thứ"
fork,n,fɔrk,cái nĩa
form,"n, v",fɔ:m,"hình thể, hình dạng, hình thức"
formal,adj,fɔ:ml,hình thức
formally,adv,fo:mзlaiz,chính thức
former,adj,´fɔ:mə,"trước, cũ, xưa, nguyên"
formerly,adv,´fɔ:məli,"trước đây, thuở xưa"
formula,n,fɔ:mjulə,"công thức, thể thức, cách thức"
fortune,n,ˈfɔrtʃən,"sự giàu có, sự thịnh vượng"
forward,adj,ˈfɔrwərd,"ở phía trước, tiến về phía trước"
forward,adv,ˈfɔrwərd,"về tương lai, sau này ở phía trước, tiến về phía trước"
forwards,adv,ˈfɔrwərd,"về tương lai, sau này ở phía trước, tiến về phía trước"
found,v,faund,"tìm, tìm thấy"
foundation,n,faun'dei∫n,"sự thành lập, sự sáng lập"
frame,"n, v",freim,"cấu trúc, hệ thống"
free,"adj, v, adv",fri:,"miễn phí, tự do, giải phóng, trả tự do"
freedom,n,fri:dəm,sự tự do
freely,adv,´fri:li,"tự do, thoải mái"
freeze,v,fri:z,"đóng băng, đông lạnh"
frequent,adj,ˈfrikwənt,thường xuyên
frequently,adv,´fri:kwəntli,thường xuyên
fresh,adj,freʃ,"tươi, tươi tắn"
freshly,adv,´freʃli,"tươi mát, khỏe khoắn"
fridge,n,fridЗ,tủ lạnh
friend,n,frend,người bạn
friendly,adj,´frendli,"thân thiện, thân mật"
friendship,n,frendʃipn,"tình bạn, tình hữu nghị"
frighten,v,ˈfraɪtn,"làm sợ, làm hoảng sợ"
frightened,adj,fraitnd,"hoảng sợ, khiếp sợ"
frightening,adj,´fraiəniη,"kinh khủng, khủng khiếp"
front,"n, adj",frʌnt,mặt
frozen,adj,frouzn,lạnh giá
fruit,n,fru:t,"quả, trái cây"
fry,"v, n",frai,"rán, chiên"
fuel,n,ˈfyuəl,"chất đốt, nhiên liệu"
full,adj,ful,"đầy, đầy đủ"
fully,adv,´fuli,"đầy đủ, hoàn toàn"
fun,"n, adj",fʌn,nhạo
function,"n, v",ˈfʌŋkʃən,chức năng
fund,"n, v",fʌnd,"kho, quỹ"
fundamental,adj,",fʌndə'mentl","cơ bản, cơ sở, chủ yếu"
funeral,n,ˈfju:nərəl,"lễ tang, đám tang"
funny,adj,´fʌni,"buồn cười, khôi hài"
fur,n,fə:,bộ da lông thú
furniture,n,fə:nitʃə,đồ đạc (trong nhà)
further,adj,fə:ðə,xa hơn nữa
further,adj,fə:ðə,cấp so sánh của far
furthest,adj,fə:ðə,cấp so sánh của far
future,"n, adj",fju:tʃə,tương lai
gain,"v, n",geɪn,"lợi, lợi ích"
gallon,n,gælən,"Galông 1gl = 4, 54 lít ở Anh, 3, 78 lít ở Mỹ"
gamble,"v, n",gæmbl,đánh bạc
gambling,n,gæmbliɳ,trò cờ bạc
game,n,geim,trò chơi
gap,n,gæp,"đèo, lỗ hổng, kẽ hở"
garage,n,´gæra:ʒ,nhà để ô tô
garbage,n,ˈgɑrbɪdʒ,"lòng, ruột (thú)"
garden,n,gɑ:dn,vườn
gas,n,gæs,"khí, hơi đốt"
gasoline,n,gasolin,"dầu lửa, dầu hỏa, xăng"
gate,n,geit,cổng
gather,v,gæðə,tập hợp
gear,n,giə,"cơ cấu, thiết bị, dụng cụ"
general,adj,ʤenər(ə)l,"chung, chung chung"
generally,adv,dʒenərəli,"nói chung, đại thể"
generate,v,dʒenəreit,"sinh, đẻ ra"
generation,n,ˌdʒɛnəˈreɪʃən,"sự sinh ra, sự phát sinh ra"
generous,adj,´dʒenərəs,"rộng lượng, khoan hồng, hào phóng"
generously,adv,dʒenərəsli,"rộng lượng, hào phóng"
gentle,adj,dʒentl,"hiền lành, dịu dàng, nhẹ nhàng"
gentleman,n,ˈdʒɛntlmən,"người quý phái, người thượng lưu"
gently,adv,dʤentli,"nhẹ nhàng, êm ái, dịu dàng"
genuine,adj,´dʒenjuin,"thành thật, chân thật"
genuinely,adv,´dʒenjuinli,"thành thật, chân thật"
geography,n,dʒi´ɔgrəfi,"địa lý, khoa địa lý"
get,v,get,"được, có được"
giant,"n, adj",ˈdʒaiənt,"người khổng lồ, người phi thường khổng lồ, phi thường"
gift,n,gift,quà tặng
girl,n,g3:l,con gái
girlfriend,n,gз:lfrend,"bạn gái, người yêu"
give,v,giv,"cho, biếu, tặng"
give birth,to,giv,sinh ra
glad,adj,glæd,"vui lòng, sung sướng"
glass,n,glɑ:s,"kính, thủy tinh, cái cốc, ly"
glasses,n,glɑ:s,kính đeo mắt
global,adjv,´gloubl,"toàn cầu, toàn thể, toàn bộ"
glove,n,glʌv,"bao tay, găng tay"
glue,"n, v",glu:,"keo, hồ"
goal,n,goƱl,"mục đích, bàn thắng, khung thành"
god,n,gɒd,"thần, Chúa"
gold,"n, adj",goʊld,vàng
good,"adj, n",gud,"tốt, hay, tuyệt"
good,adj,"gud, wel","tốt, khỏe"
well,adj,"gud, wel","tốt, khỏe"
goodbye,"exclamation, n",¸gud´bai,tạm biệt
goods,n,gudz,"của cải, tài sản, hàng hóa"
govern,v,´gʌvən,"cai trị, thống trị, cầm quyền"
government,n,"ˈgʌvərnmənt , ˈgʌvərmənt","chính phủ, nội các"
governor,n,´gʌvənə,"thủ lĩnh, chủ"
grab,v,græb,"túm lấy, vồ, chộp lấy"
grade,"n, v",greɪd,"điểm, điểm số"
gradual,adj,´grædjuəl,"dần dần, tưng bước một"
gradually,adv,grædzuəli,"dần dần, tư tư"
grain,n,grein,"thóc lúa, hạt, hột"
gram,n,græm,đậu xanh
gram,n,græm,ngữ pháp
grammar,n,ˈgræmər,văn phạm
grand,adj,grænd,"rộng lớn, vĩ đại"
grandchild,n,´græn¸tʃaild,cháu (của ông bà)
granddaughter,n,"græn,do:tз",cháu gái
grandfather,n,´græn¸fa:ðə,ông
grandmother,n,"græn,mʌðə",bà
grandparent,n,´græn¸pɛərənts,ông bà
grandson,n,´grænsʌn,cháu trai
grant,"v, n",grα:nt,"cho, bán, cấp"
grass,n,grɑ:s,cỏ
grateful,adj,´greitful,"biết ơn, dễ chịu, khoan khoái"
grave,"n, adj",greiv,"mộ, dấu huyền"
gray,,grei,"xám, hoa râm (tóc)"
great,adj,greɪt,"to, lớn, vĩ đại"
greatly,adv,´greitli,"rất, lắm"
green,"adj, n",grin,xanh lá cây
grey,adj,grei,"xám, hoa râm (tóc)"
grey,"adj, n",grei,màu xám
usually gray,"adj, n",grei,màu xám
groceries,n,"ˈgroʊsəri, ˈgroʊsri",hàng tạp hóa
grocery,n,´grousəri,cửa hàng tạp phẩm
ground,n,graund,"mặt đất, đất, bãi đất"
group,n,gru:p,nhóm
grow,v,grou,"mọc, mọc lên"
growth,n,grouθ,"sự lớn lên, sự phát triển"
guarantee,"n, v",ˌgærənˈti,"sự bảo hành, bảo lãnh, người bảo lãnh"
guard,"n, v",ga:d,"cái chắn, người bảo vệ"
guess,"v, n",ges,"đoán, phỏng đoán"
guest,n,gest,"khách, khách mời"
guide,"n, v",gaɪd,"điều chỉ dẫn, người hướng dẫn"
guilty,adj,ˈgɪlti,"có tội, phạm tội, tội lỗi"
gun,n,gʌn,súng
guy,n,gai,"bù nhìn, anh chàng, gã"
habit,n,´hæbit,"thói quen, tập quán"
hair,n,heə,tóc
hairdresser,n,heədresə,thợ làm tóc
half,"det, pron, adv",hɑ:f,"một nửa, phần chia đôi, nửa giờ"
hall,n,hɔ:l,"đại sảnh, tòa (thị chính), hội trường"
hammer,n,hæmə,búa
hand,"n, v",hænd,"tay, bàn tay"
handle,"v, n",hændl,"cầm, sờ mó"
hang,v,hæŋ,"treo, mắc"
happen,v,hæpən,"xảy ra, xảy đến"
happily,adv,hæpili,"sung sướng, hạnh phúc"
happiness,n,hæpinis,"sự sung sướng, hạnh phúc"
happy,adj,ˈhæpi,"vui sướng, hạnh phúc"
hard,"adj, adv",ha:d,"cứng, rắn, hà khắc"
hardly,adv,´ha:dli,"khắc nghiệt, nghiêm khắc, tàn tệ, khó khăn"
harm,"n, v",hɑ:m,"thiệt hại, tổn hao"
harmful,adj,´ha:mful,"gây tai hại, có hại"
harmless,adj,´ha:mlis,không có hại
hat,n,hæt,cái mũ
hate,"v, n",heit,ghét
hatred,n,heitrid,"lòng căm thì, sự căm ghét"
have,"vauxiliary, v","hæv, həv",có
have to,"modal, v","hæv, həv","phải (bắt buộc, có bổn phận phải)"
head,"n, v",hed,"cái đầu (người, thú)"
headache,n,hedeik,chứng nhức đầu
heal,v,hi:l,"chữa khỏi, làm lành"
health,n,hɛlθ,"sức khỏe, thể chất, sự lành mạnh"
healthy,adj,helθi,"khỏe mạnh, lành mạnh"
hear,v,hiə,nghe
hearing,n,ˈhɪərɪŋ,"sự nghe, thính giác"
heart,n,hɑ:t,"tim, trái tim"
heat,"n, v",hi:t,"hơi nóng, sức nóng"
heating,n,hi:tiη,"sự đốt nóng, sự làm nóng"
heaven,n,ˈhɛvən,thiên đường
heavily,adv,´hevili,"nặng, nặng nề"
heavy,adj,hevi,"nặng, nặng nề"
heel,n,hi:l,gót chân
height,n,hait,"chiều cao, độ cao"
hell,n,hel,địa ngục
hello,"exclamation, n",hз'lou,"chào, xin chào"
help,"v, n",help,giúp đỡ
helpful,adj,´helpful,có ích
hence,adv,hens,"sau đây, kể từ đây"
hero,n,hiərou,người anh hùng
herself,pron,hə:´self,"chính nó, chính cô ta, chính chị ta chính bà ta"
hesitate,v,heziteit,"ngập ngưng, do dự"
hide,v,haid,"trốn, ẩn nấp"
high,"adj, adv",hai,"cao, ở mức độ cao"
highlight,"v, n",ˈhaɪˌlaɪt,"làm nổi bật, nêu bật"
highly,adv,´haili,"tốt, cao"
highway,n,´haiwei,đường quốc lộ
hill,n,hil,đồi
himself,pron,him´self,"chính nó, chính hắn, chính ông ta, chính anh ta"
hip,n,hip,hông
hire,"v, n",haiə,"thuê, cho thuê (nhà"
historical,adj,his'tɔrikəl,"lịch sử, thuộc lịch sử"
history,n,´histəri,"lịch sử, sử học"
hit,"v, n",hit,"đánh, đấm, ném trúng"
hobby,n,hɒbi,sở thích riêng
hold,"v, n",hould,"cầm, nắm, giữ"
hole,n,houl,"lỗ, lỗ trống"
holiday,n,hɔlədi,"ngày lễ, ngày nghỉ"
hollow,adj,hɔlou,"rỗng, trống rỗng"
holy,adj,ˈhoʊli,linh thiêng
home,"n, adv",hoʊm,nhà
homework,n,´houm¸wə:k,"bài tập về nhà (học sinh), công việc làm ở nhà"
honest,adj,ɔnist,"lương thiện, trung thực, chân thật"
honestly,adv,ɔnistli,"lương thiện, trung thực, chân thật"
honour,n,onз,"kính, trân trọng đối với"
hook,n,huk,cái móc
hope,"v, n",houp,hy vọng
horizontal,adj,",hɔri'zɔntl","(thuộc) chân trời, ở chân trời"
horn,n,hɔ:n,"sừng (trâu, bò"
horror,n,´hɔrə,"điều kinh khủng, sự ghê rợn"
horse,n,hɔrs,ngựa
hospital,n,hɔspitl,"bệnh viện, nhà thương"
host,"n, v",houst,"chủ nhà, chủ tiệc"
hot,adj,hɒt,"nóng, nóng bức"
hotel,n,hou´tel,khách sạn
hour,n,auз,giờ
house,n,haus,"nhà, căn nhà, toàn nhà"
household,"n, adj",´haushould,"hộ, gia đình"
housing,n,´hauziη,nơi ăn chốn ở
however,adv,hau´evə,"tuy nhiên, tuy vậy, dù thế nào"
huge,adj,hjuːdʒ,"to lớn, khổng lồ"
human,"adj, n",hju:mən,"(thuộc) con người, loài người"
humorous,adj,´hju:mərəs,"hài hước, hóm hỉnh"
humour,n,´hju:mə,"sự hài hước, sự hóm hỉnh"
hungry,adj,hΔŋgri,đói
hunt,v,hʌnt,"săn, đi săn"
hunting,n,hʌntiɳ,sự đi săn
hurry,"v, n","ˈhɜri , ˈhʌri","sự vội vàng, sự gấp rút"
hurt,v,hɜrt,"làm bị thương, gây thiệt hại"
husband,n,´hʌzbənd,người chồng
i.e.,,´hʌzbənd,"nghĩa là, tức là ( Id est)"
ice,n,ais,"băng, nước đá"
ice cream,n,ais,kem
idea,n,ai'diз,"ý tưởng, quan niệm"
ideal,"adj, n","aɪˈdiəl, aɪˈdil","(thuộc) quan niệm, tư tưởng"
ideally,adv,aɪˈdiəli,"lý tưởng, đúng như lý tưởng"
identify,v,ai'dentifai,"nhận biết, nhận ra, nhận dạng"
identity,n,aɪˈdɛntɪti,"cá tính, nét nhận dạng"
ignore,v,ig'no:(r),"phớt lờ, tỏ ra không biết đến"
ill,adj,il,ốm
illegal,adj,i´li:gl,"trái luật, bất hợp pháp"
illegally,adv,i´li:gəli,"trái luật, bất hợp pháp"
illness,n,´ilnis,"sự đau yếu, ốm, bệnh tật"
illustrate,v,´ilə¸streit,"minh họa, làm rõ ý"
image,n,´imidʒ,"ảnh, hình ảnh"
imaginary,adj,i´mædʒinəri,"tưởng tượng, ảo"
imagination,n,"i,mædʤi'neiʃn","trí tưởng tượng, sự tưởng tượng"
imagine,v,i'mæʤin,"tưởng tượng, hình dung"
immediate,adj,i'mi:djət,"lập tức, tức thì"
immediately,adv,i'mi:djətli,ngay lập tức
immoral,adj,i´mɔrəl,"trái đạo đức, luân lý"
impact,n,ˈɪmpækt,"sự và chạm, sự tác động, ảnh hưởng"
impatient,adj,im'peiʃən,"thiếu kiên nhẫn, nóng vội"
impatiently,adv,im'pei∫зns,"nóng lòng, sốt ruột"
implication,n,¸impli´keiʃən,"sự lôi kéo, sự liên can, điều gợi ý"
imply,v,im'plai,"ngụ ý, bao hàm"
import,"n, v",im'plai,"import sự nhập, sự nhập khẩu"
importance,n,im'pɔ:təns,"sự quan trọng, tầm quan trọng"
important,adj,im'pɔ:tənt,"quan trọng, hệ trọng"
importantly,adv,im'pɔ:təntli,"quan trọng, trọng yếu"
impose,v,im'pouz,đánh (thuế
impossible,adj,im'pɔsəbl,"không thể làm được, không thể xảy ra"
impress,v,im'pres,"ghi, khắc, in sâu vào"
impressed,adj,im'pres,"được ghi, khắc, in sâu vào"
impression,n,ɪmˈprɛʃən,"ấn tượng, cảm giác"
impressive,adj,im'presiv,gây ấn tượng mạnh
improve,v,im'pru:v,"cải thiện, cái tiến, mở mang"
improvement,n,im'pru:vmənt,"sự cải thiện, sự cải tiến, sự mở mang"
in addition,to,in,thêm vào
in case of,,in,nếu
in control of,,in,trong sự điều khiển của
in exchange for,,in,trong việc trao đổi về
inability,n,¸inə´biliti,"sự bất lực, bất tài"
inch,n,intʃ,"insơ (đơn vị đo chiều dài Anh bằng 2, 54 cm)"
incident,n,´insidənt,"việc xảy ra, việc có liên quan"
include,v,in'klu:d,"bao gồm, tính cả"
including,prep,in´klu:diη,"bao gồm, kể cả"
income,n,inkəm,"lợi tức, thu nhập"
increase,"v, n",in'kri:s,"tăng, tăng thêm"
increasingly,adv,in´kri:siηli,tăng thêm
indeed,adv,ɪnˈdid,"thật vậy, quả thật"
independence,n,",indi'pendəns","sự độc lập, nền độc lập"
independent,adj,",indi'pendənt",độc lập
independently,adv,",indi'pendзntli",độc lập
index,n,indeks,"chỉ số, sự biểu thị"
indicate,v,´indikeit,"chỉ, cho biết"
indication,n,",indi'kei∫n","sự chỉ, sự biểu thị, sự biểu lộ"
indirect,adj,¸indi´rekt,gián tiếp
indirectly,adv,",indi'rektli",gián tiếp
individual,"adj, n",indivídʤuəl,"riêng, riêng biệt"
indoor,adj,´in¸dɔ:,trong nhà
indoors,adv,¸in´dɔ:z,ở trong nhà
industrial,adj,in´dʌstriəl,"(thuộc) công nghiệp, kỹ nghệ"
industry,n,indəstri,"công nghiệp, kỹ nghệ"
inevitable,adj,in´evitəbl,"không thể tránh được, chắc chắn xảy ra"
inevitably,adv,in’evitəbli,"chắc chắn, chắc hẳn"
infect,v,in'fekt,"nhiễm, tiêm nhiễm, đầu độc, lan truyền"
infected,adj,in'fekt,"bị nhiễm, bị đầu độc"
infection,n,in'fekʃn,"sự nhiễm, sự đầu độc"
infectious,adj,in´fekʃəs,"lây, nhiễm"
influence,"n, v",ˈɪnfluəns,"sự ảnh hưởng, sự tác dụng"
inform,v,in'fo:m,"báo cho biết, cung cấp tin tức"
informal,adj,in´fɔ:məl,"không chính thức, không nghi thức"
information,n,",infə'meinʃn","tin tức, tài liệu, kiến thức"
ingredient,n,in'gri:diənt,"phần hợp thành, thành phần"
initial,"adj, n",i'ni∫зl,"ban đầu, lúc đầu"
initially,adv,i´niʃəli,"vào lúc ban đầu, ban đầu"
