id,Word,POS,Pronunciation,Meaning,Syllables,Root_Word,Count
1785,killing,n,´kiliη,"sự giết chóc, sự tàn sát",2,kill,7
1786,kilogram,n,´kiləgræm,kilôgam,3,kilogram,8
1787,kilogramme,n,´kiləgræm,kilôgam,3,kilogramme,10
1788,kilo,n,´ki:lou,kilôgam,2,kilo,4
1789,kilometre,n,´kilə¸mi:tə,Kilômet,4,kilometre,9
1790,kilometer,n,´kilə¸mi:tə,Kilômet,4,kilometer,9
1791,kind,n,kaind,"loại, giống",1,kind,4
1792,kind,adj,kaind,"tử tế, có lòng tốt",1,kind,4
1793,kindly,adv,´kaindli,"tử tế, tốt bụng",2,kindly,6
1794,kindness,n,kaindnis,"sự tử tế, lòng tốt",2,kindness,8
1795,king,n,kiɳ,"vua, quốc vương",1,king,4
1796,kiss,"v, n",kis,"hôn, cái hôn",1,kiss,4
1797,kitchen,n,´kitʃin,bếp,2,kitchen,7
1798,knee,n,ni:,đầu gối,1,knee,4
1799,knife,n,naif,con dao,1,knife,5
1800,knit,v,nit,"đan, thêu",1,knit,4
1801,knitted,adj,nitid,"được đan, được thêu",2,knit,7
1802,knitting,n,´nitiη,việc đan,2,knitting,8
1803,knock,v,nɔk,"đánh, đập",1,knock,5
1804,knock,n,nɔk,cú đánh,1,knock,5
1805,knot,n,nɔt,cái nơ,1,knot,4
1806,know,v,nou,biết,1,know,4
1807,knowledge,n,nɒliʤ,"sự hiểu biết, tri thức",2,knowledge,9
1808,label,n,leibl,"nhãn, mác",3,label,5
1809,label,v,leibl,"dán nhãn, ghi mác",3,label,5
1810,laboratory,n,ˈlæbrəˌtɔri,phòng thí nghiệm,4,laboratory,10
1811,lab,n,ˈlæbrəˌtɔri,phòng thí nghiệm,4,lab,3
1812,labour,n,leibз,lao động,2,labour,6
1813,lack,"of, n, v",læk,sự thiếu,1,lack,4
1814,lacking,adj,lækiη,"ngu đần, ngây ngô",2,lack,7
1815,lady,n,ˈleɪdi,"người yêu, vợ, quý bà, tiểu thư",2,lady,4
1816,lake,n,leik,hồ,2,lake,4
1817,lamp,n,læmp,đèn,1,lamp,4
1818,land,"n, v",lænd,"đất, đất canh tác, đất đai",1,land,4
1819,landscape,n,lændskeip,phong cảnh,3,landscape,9
1820,lane,n,lein,"đường nhỏ (làng, hẻm phố)",2,lane,4
1821,language,n,ˈlæŋgwɪdʒ,ngôn ngữ,2,language,8
1822,large,adj,la:dʒ,"rộng, lớn, to",0,large,5
1823,largely,adv,´la:dʒli,"phong phú, ở mức độ lớn",1,largely,7
1824,last,det,lɑ:st,"lần cuối, sau cùng",1,last,4
1825,last,adv,lɑ:st,người cuối cùng,1,last,4
1826,last,n,lɑ:st,"cuối cùng, rốt hết",1,last,4
1827,last,v,lɑ:st,kéo dài,1,last,4
1828,late,"adj, adv",leit,"trễ, muộn",2,late,4
1829,later,"adv, adj",leɪtə(r),chậm hơn,2,later,5
1830,latest,"adj, n",leitist,"muộn nhất, chậm nhất, gần đây nhất",3,late,6
1831,latter,"adj, n",´lætə,"sau cùng, gần đây, mới đây",2,latter,6
1832,laugh,v,lɑ:f,cười,1,laugh,5
1833,laugh,n,lɑ:f,tiếng cười,1,laugh,5
1834,launch,"v, n",lɔ:ntʃ,hạ thủy (tàu),1,launch,6
1835,law,n,lo:,luật,0,law,3
1836,lawyer,n,"ˈlɔyər , ˈlɔɪər",luật sư,4,lawyer,6
1837,lay,v,lei,"xếp, đặt, bố trí",2,lie,3
1838,layer,n,leiə,lớp,3,layer,5
1839,lazy,adj,leizi,lười biếng,3,lazy,4
1840,lead,v,li:d,"lãnh đạo, dẫn dắt",1,lead,4
1841,lead,n,li:d,"sự lãnh đạo, sự hướng dẫn",1,lead,4
1842,leader,n,´li:də,"người lãnh đạo, lãnh tụ",2,leader,6
1843,leading,adj,´li:diη,"lãnh đạo, dẫn đầu",2,lead,7
1844,leaf,n,li:f,"lá cây, lá vàng",1,leaf,4
1845,league,n,li:g,"liên minh, liên hoàn",1,league,6
1846,lean,v,li:n,"nghiêng, dựa, ỷ vào",1,lean,4
1847,learn,v,lə:n,"học, nghiên cứu",1,learn,5
1848,least,"det, pron, adv",li:st,tối thiểu,1,least,5
1849,leather,n,leðə,da thuộc,2,leather,7
1850,leave,v,li:v,"bỏ đi, rời đi, để lại",1,leave,5
1851,lecture,n,lekt∫ə(r),"bài diễn thuyết, bài thuyết trình, bài nói chuyện",2,lecture,7
1852,left,"adj, adv, n",left,bên trái,1,leave,4
1853,leg,n,´leg,"chân người, chân thú, chân bàn",1,leg,3
1854,legal,adj,ˈligəl,hợp pháp,2,legal,5
1855,legally,adv,li:gзlizm,hợp pháp,3,legally,7
1856,lemon,n,´lemən,quả chanh,2,lemon,5
1857,lend,v,lend,"cho vay, cho mượn",1,lend,4
1858,length,n,leɳθ,"chiều dài, độ dài",1,length,6
1859,less,"det, pron, adv",les,"nhỏ bé, ít hơn",1,less,4
1860,lesson,n,lesn,bài học,2,lesson,6
1861,let,v,lεt,"cho phép, để cho",0,let,3
1862,letter,n,letə,thư,2,letter,6
1863,level,n,levl,"trình độ, cấp, vị trí",2,level,5
1864,level,adj,levl,"bằng, ngang bằng",2,level,5
1865,library,n,laibrəri,thư viện,3,library,7
1866,licence,n,ˈlaɪsəns,"bằng, chứng chỉ, bằng cử nhân",2,licence,7
1867,license,v,laisзns,"cấp chứng chỉ, cấp bằng, cho phép",1,license,7
1868,lid,n,lid,"nắp, vung",1,lid,3
1869,lie,v,lai,nói dối,1,lie,3
1870,lie,n,lai,"lời nói dối, sự dối trá",1,lie,3
1871,life,n,laif,"đời, sự sống",1,life,4
1872,lift,v,lift,"giơ lên, nhấc lên",1,lift,4
1873,lift,n,lift,"sự nâng, sự nhấc lên",1,lift,4
1874,light,n,lait,ánh sáng,1,light,5
1875,light,adj,lait,"nhẹ, nhẹ nhàng",1,light,5
1876,light,v,lait,"đốt, thắp sáng",1,light,5
1877,lightly,adv,´laitli,nhẹ nhàng,2,lightly,7
1878,like,"prep, vconj",laik,giống như,1,like,4
1879,likely,adj,´laikli,"có thể đúng, có thể xảy ra, có khả năng",2,likely,6
1880,likely,adv,´laikli,"có thể, chắc vậy",2,likely,6
1881,limit,n,limit,"giới hạn, ranh giới",2,limit,5
1882,limit,v,limit,"giới hạn, hạn chế",2,limit,5
1883,limited,adj,ˈlɪmɪtɪd,"hạn chế, có giới hạn",3,limit,7
1884,line,n,lain,"dây, đường, tuyến",1,line,4
1885,link,n,lɪɳk,"mắt xích, mối liên lạc",1,link,4
1886,link,v,lɪɳk,"liên kết, kết nối",1,link,4
1887,lip,n,lip,môi,1,lip,3
1888,liquid,n,likwid,chất lỏng,2,liquid,6
1889,liquid,adj,likwid,"lỏng, êm ái, du dương, không vững",2,liquid,6
1890,list,n,list,danh sách,1,list,4
1891,list,v,list,ghi vào danh sách,1,list,4
1892,listen,"to, v",lisn,"nghe, lắng nghe",2,listen,6
1893,literature,n,ˈlɪtərətʃər,"văn chương, văn học",4,literature,10
1894,litre,n,´li:tə,lít,2,litre,5
1895,little,"adj, det, pron, adv",lit(ə)l,"nhỏ, bé, chút ít",2,little,6
1896,live,"adj, adv",liv,"sống, hoạt động",1,live,4
1897,lively,adj,laivli,"sống, sinh động",2,lively,6
1898,living,adj,liviŋ,"sống, đang sống",2,live,6
1899,load,n,loud,"gánh nặng, vật nặng",1,load,4
1900,load,v,loud,"chất, chở",1,load,4
1901,loan,n,ləʊn,sự vay mượn,1,loan,4
1902,local,adj,ləʊk(ə)l,"địa phương, bộ phận, cục bộ",2,local,5
1903,locally,adv,ˈloʊkəli,"có tính chat địa phương, cục bộ",3,locally,7
1904,locate,v,loʊˈkeɪt,"xác định vị trí, định vị",2,locate,6
1905,located,adj,loʊˈkeɪtid,định vị,3,locate,7
1906,location,n,louk´eiʃən,"vị trí, sự định vị",4,location,8
1907,lock,v,lɔk,khóa,1,lock,4
1908,lock,n,lɔk,khóa,1,lock,4
1909,logic,n,lɔdʤik,lô gic,2,logic,5
1910,logical,adj,lɔdʤikəl,"hợp lý, hợp logic",3,logical,7
1911,lonely,adj,´lounli,"cô đơn, bơ vơ",2,lonely,6
1912,long,adj,lɔɳ,"dài, xa",1,long,4
1913,long,adv,lɔɳ,lâu,1,long,4
1914,look,v,luk,nhìn,1,look,4
1915,look,n,luk,cái nhìn,1,look,4
1916,loose,adj,lu:s,"lỏng, không chặt",1,loose,5
1917,loosely,adv,´lu:sli,lỏng lẻo,2,loosely,7
1918,lord,n,lɔrd,"Chúa, vua",1,lord,4
1919,lorry,n,´lɔ:ri,xe tải,2,lorry,5
1920,lose,v,lu:z,"mất, thua, lạc",1,lose,4
1921,loss,n,"lɔs , lɒs","sự mất, sự thua",2,loss,4
1922,lost,adj,lost,"thua, mất",0,lose,4
1923,lot,"pron, det, , adv",lɒt,số lượng lớn,1,lot,3
1924,loud,adj,laud,"to, inh ỏi, ầm ĩ",1,loud,4
1925,loud,adv,laud,"to, lớn (nói)",1,loud,4
1926,loudly,adv,laudili,"ầm ĩ, inh ỏi",3,loudly,6
1927,love,n,lʌv,"tình yêu, lòng yêu thương",1,love,4
1928,love,v,lʌv,"yêu, thích",1,love,4
1929,lovely,adj,ˈlʌvli,"đẹp, xinh xắn, có duyên",2,lovely,6
1930,lover,n,´lʌvə,"người yêu, người tình",2,lover,5
1931,low,"adj, adv",lou,"thấp, bé, lùn",1,low,3
1932,loyal,adj,lɔiəl,"trung thành, trung kiên",3,loyal,5
1933,luck,n,lʌk,"may mắn, vận may",1,luck,4
1934,lucky,adj,lʌki,"gặp may, gặp may mắn, hạnh phúc",2,lucky,5
1935,luggage,n,lʌgiʤ,hành lý,2,luggage,7
1936,lump,n,lΛmp,"cục, tảng, miếng",0,lump,4
1937,lunch,n,lʌntʃ,bữa ăn trưa,1,lunch,5
1938,lung,n,lʌη,phổi,1,lung,4
1939,machine,n,mə'ʃi:n,"máy, máy móc",2,machine,7
1940,machinery,n,mə'ʃi:nəri,"máy móc, thiết bị",4,machinery,9
1941,mad,adj,mæd,"điên, mất trí",1,mad,3
1942,magazine,n,",mægə'zi:n",tạp chí,3,magazine,8
1943,magic,n,mæʤik,"ma thuật, ảo thuật",2,magic,5
1944,magic,adj,mæʤik,"(thuộc) ma thuật, ảo thuật",2,magic,5
1945,mail,n,meil,"thư tư, bưu kiện",2,mail,4
1946,mail,v,meil,gửi qua bưu điệ,2,mail,4
1947,main,adj,mein,"chính, chủ yếu, trọng yếu nhất",2,main,4
1948,mainly,adv,´meinli,"chính, chủ yếu, phần lớn",3,mainly,6
1949,maintain,v,mein´tein,"giữ gìn, duy trì, bảo vệ",4,maintain,8
1950,major,adj,ˈmeɪdʒər,"lớn, nhiều hơn, trọng đại, chủ yếu",2,major,5
1951,majority,n,mə'dʒɔriti,"phần lớn, đa số, ưu thế",4,majority,8
1952,make,v,meik,"làm, chế tạo",2,make,4
1953,make,n,meik,sự chế tạo,2,make,4
1954,makeup,n,´meik¸ʌp,"đồ hóa trang, son phấn",3,makeup,6
1955,male,adj,meil,"trai, trống, đực",2,male,4
1956,male,n,meil,"con trai, đàn ông, con trống, đực",2,male,4
1957,mall,n,mɔ:l,búa,1,mall,4
1958,man,n,mæn,con người,1,man,3
1959,manage,v,mæniʤ,"quản lý, trông nom, điều khiển",2,manage,6
1960,management,n,mænidʒmənt,"sự quản lý, sự trông nom, sự điều khiển",3,management,10
1961,manager,n,ˈmænɪdʒər,"người quản lý, giám đốc",3,manager,7
1962,manner,n,mænз,"cách, lối, kiểu",1,manner,6
1963,manufacture,"v, n",",mænju'fæktʃə","sản xuất, chế tạo",4,manufacture,11
1964,manufacturer,n,¸mæni´fæktʃərə,"người chế tạo, người sản xuất",5,manufacturer,12
1965,manufacturing,n,¸mænju´fæktʃəriη,"sự sản xuất, sự chế tạo",5,manufacture,13
1966,many,"det, pron",meni,nhiều,2,many,4
1967,map,n,mæp,bản đồ,1,map,3
1968,March,n,mɑ:tʃ,tháng ba,1,March,5
1969,mark,n,mɑ:k,"dấu, nhãn, nhãn mác",1,mark,4
1970,mark,v,mɑ:k,"đánh dấu, ghi dấu",1,mark,4
1971,market,n,mɑ:kit,"chợ, thị trường",2,market,6
1972,marketing,n,mα:kitiη,ma-kết-tinh,2,marketing,9
1973,marriage,n,ˈmærɪdʒ,"sự cưới xin, sự kết hôn, lễ cưới",2,marriage,8
1974,married,adj,´mærid,"cưới, kết hôn",2,marry,7
1975,marry,v,mæri,"cưới (vợ), lấy (chồng)",2,marry,5
1976,mass,n,mæs,"khối, khối lượng",1,mass,4
1977,mass,adj,mæs,"quần chúng, đại chúng",1,mass,4
1978,massive,adj,mæsiv,"to lớn, đồ sộ",2,massive,7
1979,master,n,mɑ:stə,"chủ, chủ nhân, thầy giáo, thạc sĩ",2,master,6
1980,match,n,mætʃ,"trận thi đấu, đối thủ, địch thủ",1,match,5
1981,match,v,mætʃ,"đối chọi, sánh được",1,match,5
1982,matching,adj,´mætʃiη,"tính địch thù, thi đấu",2,match,8
1983,mate,n,meit,"bạn, bạn nghề",2,mate,4
1984,mate,v,meit,giao phối,2,mate,4
1985,material,n,mə´tiəriəl,nguyên vật liệu,5,material,8
1986,material,adj,mə´tiəriəl,"vật chất, hữu hình",5,material,8
1987,mathematics,n,",mæθi'mætiks","toán học, môn toán",4,mathematics,11
1988,matter,n,mætə,"chất, vật chất",2,matter,6
1989,matter,v,mætə,"có ý nghĩa, có tính chất quan trọng",2,matter,6
1990,maximum,adj,´mæksiməm,"cực độ, tối đa",3,maximum,7
1991,maximum,n,´mæksiməm,"trị số cực đại, lượng cực đại, cực độ",3,maximum,7
1992,may,"v, modal",mei,"có thể, có lẽ",2,may,3
1993,May,n,mei,tháng 5,2,may,3
1994,maybe,adv,´mei¸bi:,"có thể, có lẽ",3,maybe,5
1995,mayor,n,mɛə,thị trưởng,1,mayor,5
1996,meal,n,mi:l,bữa ăn,1,meal,4
1997,mean,v,mi:n,"nghĩa, có nghĩa là",1,mean,4
1998,meaning,n,mi:niɳ,"ý, ý nghĩa",2,mean,7
1999,means,n,mi:nz,"của cải, tài sản, phương tiện",1,mean,5
2000,meanwhile,adv,miː(n)waɪl,"trong lúc đó, trong lúc ấy",2,meanwhile,9
2001,measure,v,meʤə,"đo, đo lường",2,measure,7
2002,measure,n,meʤə,"sự đo lường, đơn vị đo lường",2,measure,7
2003,measurement,n,məʤəmənt,"sự đo lường, phép đo",3,measurement,11
2004,meat,n,mi:t,thịt,1,meat,4
2005,media,n,´mi:diə,phương tiện truyền thông đại chúng,3,medium,5
2006,medical,adj,medikə,(thuộc) y học,3,medical,7
2007,medicine,n,medisn,"y học, y khoa",3,medicine,8
2008,medium,adj,mi:djəm,"trung bình, trung, vưa",2,medium,6
2009,medium,n,mi:djəm,"sự trung gian, sự môi giới",2,medium,6
2010,meet,v,mi:t,"gặp, gặp gỡ",1,meet,4
2011,meeting,n,mi:tiɳ,"cuộc mít tinh, cuộc biểu tình",2,meeting,7
2012,melt,v,mɛlt,"tan ra, chảy ra",0,melt,4
2013,member,n,membə,"thành viên, hội viên",2,member,6
2014,membership,n,membəʃip,"tư cách hội viên, địa vị hội viên",3,membership,10
2015,memory,n,meməri,"bộ nhớ, trí nhớ, kỉ niệm",3,memory,6
2016,mental,adj,mentl,"(thuộc) trí tuệ, trí óc",2,mental,6
2017,mentally,adv,´mentəli,về mặt tinh thần,3,mentally,8
2018,mention,v,menʃn,"kể ra, nói đến, đề cập",2,mention,7
2019,menu,n,menju,thực đơn,2,menu,4
2020,mere,adj,miə,chỉ là,2,mere,4
2021,merely,adv,miəli,"chỉ, đơn thuần",3,merely,6
2022,mess,n,mes,"tình trạng bưa bộn, tình trạng lộn xộn",1,mess,4
2023,message,n,ˈmɛsɪdʒ,"tin nhắn, thư tín, điện thông báo, thông điệp",1,message,7
2024,metal,n,metl,kim loại,2,metal,5
2025,method,n,meθəd,"phương pháp, cách thức",2,method,6
2026,metre,n,´mi:tə,mét,2,metre,5
2027,mid,combiningform,mid,tiền tố: ở giữa,1,mid,3
2028,midday,n,´mid´dei,"trưa, buổi trưa",3,midday,6
2029,middle,"n, adj",midl,"giữa, ở giữa",2,middle,6
2030,midnight,n,midnait,"nửa đêm, 12h đêm",2,midnight,8
2031,might,"modal, v",mait,"có thể, có lẽ",1,might,5
2032,mild,adj,maɪld,"nhẹ, êm dịu, ôn hòa",1,mild,4
2033,mile,n,mail,dặm (đo lường),1,mile,4
2034,military,adj,militəri,"(thuộc) quân đội, quân sự",4,military,8
2035,milk,n,milk,sữa,1,milk,4
2036,milligram,n,´miligram,mi-li-gam,2,milligram,9
2037,milligramme,n,´miligram,mi-li-gam,2,milligramme,11
2038,millimetre,n,´mili¸mi:tə,mi-li-mét,4,millimetre,10
2039,millimeter,n,´mili¸mi:tə,mi-li-mét,4,millimeter,10
2040,mind,n,maid,"tâm trí, tinh thần, trí tuệ",1,mind,4
2041,mind,v,maid,"chú ý, để ý, chăm sóc, quan tâm",1,mind,4
2042,mineral,n,"ˈmɪnərəl , ˈmɪnrəl","công nhân, thợ mỏ",5,mineral,7
2043,mineral,adj,"ˈmɪnərəl , ˈmɪnrəl",khoáng,5,mineral,7
2044,minimum,adj,miniməm,tối thiểu,3,minimum,7
2045,minimum,n,miniməm,"số lượng tối thiểu, mức tối thiểu",3,minimum,7
2046,minister,n,´ministə,bộ trưởng,3,minister,8
2047,ministry,n,´ministri,bộ,3,ministry,8
2048,minor,adj,´mainə,"nhỏ hơn, thứ yếu, không quan trọng",2,minor,5
2049,minority,n,mai´nɔriti,"phần ít, thiểu số",4,minority,8
2050,minute,n,minit,phút,2,minute,6
2051,mirror,n,ˈmɪrər,gương,2,mirror,6
2052,miss,v,mis,"lỡ, trượt",1,miss,4
2053,miss,n,mis,"sự trượt, sự thiếu vắng",1,miss,4
2054,missing,adj,´misiη,"vắng, thiếu, thất lạc",2,miss,7
2055,mistake,n,mis'teik,"lỗi, sai lầm, lỗi lầm",3,mistake,7
2056,mistake,v,mis'teik,"phạm lỗi, phạm sai lầm",3,mistake,7
2057,mistaken,adj,mis´teiken,"sai lầm, hiểu lầm",4,mistaken,8
2058,mix,v,miks,"pha, trộn lẫn",1,mix,3
2059,mix,n,miks,sự pha trộn,1,mix,3
2060,mixed,adj,mikst,"lẫn lộn, pha trộn",1,mixed,5
2061,mixture,n,ˈmɪkstʃər,"sự pha trộn, sự hỗn hợp",2,mixture,7
2062,mobile,adj,məʊbail; 'məʊbi:l,"chuyển động, di động",4,mobile,6
2063,model,n,ˈmɒdl,"mẫu, kiểu mẫu",2,model,5
2064,modern,adj,mɔdən,"hiện đại, tân tiến",2,modern,6
2065,moment,n,məum(ə)nt,"chốc, lát",3,moment,6
2066,Monday,n,mʌndi,thứ 2,2,Monday,6
2067,money,n,mʌni,tiền,2,money,5
2068,monitor,n,mɔnitə,"lớp trưởng, màn hình máy tính",3,monitor,7
2069,monitor,v,mɔnitə,"nghe, ghi phát thanh, giám sát",3,monitor,7
2070,month,n,mʌnθ,tháng,1,month,5
2071,mood,n,mu:d,"lối, thức, điệu, tâm trạng, tính khí",1,mood,4
2072,moon,n,mu:n,mặt trăng,1,moon,4
2073,moral,adj,"ˈmɔrəl , ˈmɒrəl","(thuộc) đạo đức, luân lý, phẩm hạnh",4,moral,5
2074,morally,adv,"ˈmɔrəl , ˈmɒrəl",có đạo đức,4,morally,7
2075,more,"det, pron, adv",mɔ:,"hơn, nhiều hơn",1,more,4
2076,moreover,adv,mɔ:´rouvə,"hơn nữa, ngoài ra, vả lại",3,moreover,8
2077,morning,n,mɔ:niɳ,buổi sáng,2,morning,7
2078,most,"det, pro, n, adv",moust,"lớn nhất, nhiều nhất",1,most,4
2079,mostly,adv,´moustli,"hầu hết, chủ yếu là",2,mostly,6
2080,mother,n,mΔðз,mẹ,0,mother,6
2081,motion,n,´mouʃən,"sự chuyển động, sụ di động",2,motion,6
2082,motor,n,´moutə,động cơ mô tô,2,motor,5
2083,motorcycle,n,"moutə,saikl",xe mô tô,4,motorcycle,10
2084,mount,v,maunt,"leo, trèo",1,mount,5
2085,mount,n,maunt,núi,1,mount,5
2086,mountain,n,ˈmaʊntən,núi,2,mountain,8
2087,mouse,n,maus - mauz,chuột,2,mouse,5
2088,mouth,n,mauθ - mauð,miệng,2,mouth,5
2089,move,v,mu:v,"di chuyển, chuyển động",1,move,4
2090,move,n,mu:v,"sự di chuyển, sự chuyển động",1,move,4
2091,movement,n,mu:vmənt,"sự chuyển động, sự hoạt động",2,movement,8
2092,movie,n,´mu:vi,phim xi nê,2,movie,5
2093,moving,adj,mu:viɳ,"động, hoạt động",2,move,6
2094,Mrs,n,ˈmɪsɪz,Bà,2,Mrs,3
2095,much,"det, pron, adv",mʌtʃ,"nhiều, lắm",1,much,4
2096,mud,n,mʌd,bùn,1,mud,3
2097,multiply,v,mʌltiplai,"nhân lên, làm tăng lên nhiều lần",3,multiply,8
2098,mum,n,mʌm,mẹ,1,mum,3
2099,murder,n,mə:də,"tội giết người, tội ám sát",2,murder,6
2100,murder,v,mə:də,"giết người, ám sát",2,murder,6
2101,muscle,n,mʌsl,"cơ, bắp thịt",2,muscle,6
2102,museum,n,mju:´ziəm,bảo tàng,3,museum,6
2103,music,n,mju:zik,"nhạc, âm nhạc",2,music,5
2104,musical,adj,ˈmyuzɪkəl,"(thuộc) nhạc, âm nhạc",3,musical,7
2105,musician,n,mju:'ziʃn,nhạc sĩ,3,musician,8
2106,must,"v, modal",mʌst,"phải, cần, nên làm",1,must,4
2107,myself,pron,mai'self,"tự tôi, chính tôi",2,myself,6
2108,mysterious,adj,mis'tiəriəs,"thần bí, huyền bí, khó hiểu",5,mysterious,10
2109,mystery,n,mistəri,"điều huyền bí, điều thần bí",3,mystery,7
2110,nail,n,neil,"móng (tay, chân) móng vuốt",2,nail,4
2111,naked,adj,neikid,"trần, khỏa thân, trơ trụi",3,naked,5
2112,name,n,neim,tên,2,name,4
2113,name,v,neim,"đặt tên, gọi tên",2,name,4
2114,narrow,adj,nærou,"hẹp, chật hẹp",2,narrow,6
2115,nation,n,nei∫n,"dân tộc, quốc gia",2,nation,6
2116,national,adj,næʃən(ə)l,"(thuộc) quốc gia, dân tộc",3,national,8
2117,natural,adj,nætʃrəl,"(thuộc) tự nhiên, thiên nhiên",2,natural,7
2118,naturally,adv,næt∫rəli,"vốn, tự nhiên, đương nhiên",3,naturally,9
2119,nature,n,neitʃə,"tự nhiên, thiên nhiên",3,nature,6
2120,navy,n,neivi,hải quân,3,navy,4
2121,near,"adj, adv, prep",niə,"gần, cận",2,near,4
2122,nearby,"adj, adv",´niə¸bai,gần,3,nearby,6
2123,nearly,adv,´niəli,"gần, sắp, suýt",3,nearly,6
2124,neat,adj,ni:t,"sạch, ngăn nắp",1,neat,4
2125,neatly,adv,ni:tli,"gọn gàng, ngăn nắp",2,neatly,6
2126,necessarily,adv,´nesisərili,"tất yếu, nhất thiết",5,necessarily,11
2127,necessary,adj,nesəseri,"cần, cần thiết, thiết yếu",4,necessary,9
2128,neck,n,nek,cổ,1,neck,4
2129,need,"v, modal verb, n",ni:d,"cần, đòi hỏi",1,need,4
2130,needle,n,´ni:dl,"cái kim, mũi nhọn",2,needle,6
2131,negative,adj,´negətiv,phủ định,3,negative,8
2132,neighbour,n,neibə,hàng xóm,3,neighbour,9
2133,neighbourhood,n,´neibəhud,"hàng xóm, làng giềng",4,neighbourhood,13
2134,nephew,n,´nevju:,"cháu trai (con anh, chị, em)",2,nephew,6
2135,nerve,n,nɜrv,"khí lực, thần kinh, can đảm",1,nerve,5
2136,nervous,adj,ˈnɜrvəs,"hoảng sợ, dễ bị kích thích, hay lo lắng",2,nervous,7
2137,nervously,adv,nз:vзstli,"bồn chồn, lo lắng",1,nervously,9
2138,nest,n,nest,"tổ, ổ",1,nest,4
2139,nest,v,nest,làm tổ,1,nest,4
2140,net,n,net,"lưới, mạng",1,net,3
2141,network,n,netwə:k,"mạng lưới, hệ thống",2,network,7
2142,never,adv,nevə,"không bao giờ, không khi nào",2,never,5
2143,nevertheless,adv,",nevəðə'les","tuy nhiên, tuy thế mà",4,nevertheless,12
2144,new,adj,nju:,"mới, mới mẻ, mới lạ",1,new,3
2145,newly,adv,´nju:li,mới,2,newly,5
2146,news,n,nju:z,"tin, tin tức",1,news,4
2147,newspaper,n,nju:zpeipə,báo,4,newspaper,9
2148,next,"adj, adv, n",nekst,"sát, gần, bên cạnh",1,next,4
2149,nice,adj,nais,"đẹp, thú vị, dễ chịu",1,nice,4
2150,nicely,adv,´naisli,"thú vị, dễ chịu",2,nicely,6
2151,niece,n,ni:s,cháu gái,1,niece,5
2152,night,n,nait,"đêm, tối",1,night,5
2153,nobody,pron,noubədi,"không ai, không người nào",3,nobody,6
2154,noise,n,nɔiz,"tiếng ồn, sự huyên náo",2,noise,5
2155,noisily,adv,´nɔizili,"ồn ào, huyên náo",4,noisily,7
2156,noisy,adj,´nɔizi,"ồn ào, huyên náo",3,noisy,5
2157,non,prefix,nɒn,không,1,non,3
2158,none,"n, pro",nʌn,"không ai, không người, vật gì",1,none,4
2159,nonsense,n,´nɔnsəns,"lời nói vô lý, vô nghĩa",2,nonsense,8
2160,nor,"adv, conj",no:,cũng không,0,nor,3
2161,normal,adj,nɔ:məl,"thường, bình thường",2,normal,6
2162,normal,n,nɔ:məl,tình trạng bình thường,2,normal,6
2163,normally,adv,no:mзli,"thông thường, như thường lệ",1,normally,8
2164,north,"n, adj, adv",nɔ:θ,"phía bắc, phương bắc",1,north,5
2165,northern,adj,nɔ:ðən,Bắc,2,northern,8
2166,nose,n,nouz,mũi,1,nose,4
2167,not,adv,nɔt,không,1,not,3
2168,note,n,nout,"lời ghi, lời ghi chép",1,note,4
2169,note,v,nout,"ghi chú, ghi chép",1,note,4
2170,notice,n,nəƱtis,"thông báo, yết thị",2,notice,6
2171,notice,v,nəƱtis,"chú ý, để ý, nhận biết",2,notice,6
2172,noticeable,adj,ˈnoʊtɪsəbəl,"đáng chú ý, đáng để ý",4,noticeable,10
2173,novel,n,ˈnɒvəl,"tiểu thuyết, truyện",2,novel,5
2174,November,n,nou´vembə,tháng 11,3,November,8
2175,now,adv,nau,"bây giờ, hiện giờ, hiện nay",1,now,3
2176,nowhere,adv,´nou¸wɛə,"không nơi nào, không ở đâu",2,nowhere,7
2177,nuclear,adj,nju:kliз,(thuộc) hạt nhân,2,nuclear,7
2178,number,n,´nʌmbə,số,2,number,6
2179,nurse,n,nə:s,y tá,1,nurse,5
2180,nut,n,nʌt,quả hạch,1,nut,3
2181,obey,v,o'bei,"vâng lời, tuân theo, tuân lệnh",2,obey,4
2182,object,n,(n) ˈɒbdʒɛkt ; (v) əbˈdʒɛkt,"vật, vật thể, đối tượng",2,object,6
2183,object,v,(n) ˈɒbdʒɛkt ; (v) əbˈdʒɛkt,"phản đối,chống lại",2,object,6
2184,objective,n,əb´dʒektiv,"mục tiêu, mục đích",3,objective,9
2185,objective,adj,əb´dʒektiv,"(thuộc) mục tiêu, khách quan",3,objective,9
2186,observation,n,obzə:'vei∫(ə)n,"sự quan sát, sự theo dõi",4,observation,11
2187,observe,v,əbˈzə:v,"quan sát, theo dõi",2,observe,7
2188,obtain,v,əb'tein,"đạt được, giành được",3,obtain,6
2189,obvious,adj,ɒbviəs,"rõ ràng, rành mạch, hiển nhiên",3,obvious,7
2190,obviously,adv,ɔbviəsli,"một cách rõ ràng, có thể thấy được",4,obviously,9
2191,occasion,n,əˈkeɪʒən,"dịp, cơ hội",3,occasion,8
2192,occasionally,adv,з'keiЗnзli,"thỉnh thoảng, đôi khi",3,occasionally,12
2193,occupied,adj,ɔkjupaid,"đang sử dụng, đầy (người)",3,occupy,8
