Word,POS,Pronunciation,Meaning
lung,n,lʌη,phổi
machine,n,mə'ʃi:n,"máy, máy móc"
machinery,n,mə'ʃi:nəri,"máy móc, thiết bị"
mad,adj,mæd,"điên, mất trí; bực điên người"
magazine,n,",mægə'zi:n",tạp chí
magic,n,mæʤik,"ma thuật, ảo thuật"
magic,adj,mæʤik,"(thuộc) ma thuật, ảo thuật"
mail,n,meil,"thư tư, bưu kiện"
mail,v,meil,gửi qua bưu điệ
main,adj,mein,"chính, chủ yếu, trọng yếu nhất"
mainly,adv,´meinli,"chính, chủ yếu, phần lớn"
maintain,v,mein´tein,"giữ gìn, duy trì, bảo vệ"
major,adj,ˈmeɪdʒər,"lớn, nhiều hơn, trọng đại, chủ yếu"
majority,n,mə'dʒɔriti,"phần lớn, đa số, ưu thế"
make,v,meik,"làm, chế tạo"
make,n,meik,"sự chế tạo. make st up: làm thành, cấu thành, gộp thành"
make friends with,v,meik frendz wið,kết bạn với
make-up,n,´meik¸ʌp,"đồ hóa trang, son phấn"
male,adj,meil,"trai, trống, đực"
male,n,meil,"con trai, đàn ông, con trống, đực"
mall,n,mɔ:l,búa
man,n,mæn,con người; đàn ông
manage,v,mæniʤ,"quản lý, trông nom, điều khiển"
management,n,mænidʒmənt,"sự quản lý, sự trông nom, sự điều khiển"
manager,n,ˈmænɪdʒər,"người quản lý, giám đốc"
manner,n,mænз,"cách, lối, kiểu; dáng, vẻ, thái độ"
manufacture,"v, n",",mænju'fæktʃə","sản xuất, chế tạo"
manufacturer,n,¸mæni´fæktʃərə,"người chế tạo, người sản xuất"
manufacturing,n,¸mænju´fæktʃəriη,"sự sản xuất, sự chế tạo"
many,"det, pron",meni,nhiều
map,n,mæp,bản đồ
March (abbr Mar),n,mɑ:tʃ,tháng ba
mark,n,mɑ:k,"dấu, nhãn, nhãn mác"
mark,v,mɑ:k,"đánh dấu, ghi dấu"
market,n,mɑ:kit,"chợ, thị trường"
marketing,n,mα:kitiη,ma-kết-tinh
marriage,n,ˈmærɪdʒ,"sự cưới xin, sự kết hôn, lễ cưới"
married,adj,´mærid,"cưới, kết hôn"
marry,v,mæri,"cưới (vợ), lấy (chồng)"
mass,n,mæs,"khối, khối lượng"
mass,adj,mæs,"quần chúng, đại chúng"
massive,adj,mæsiv,"to lớn, đồ sộ"
master,n,mɑ:stə,"chủ, chủ nhân, thầy giáo, thạc sĩ"
match,n,mætʃ,"trận thi đấu, đối thủ, địch thủ"
match,v,mætʃ,"đối chọi, sánh được"
matching,adj,´mætʃiη,"tính địch thù, thi đấu"
mate,n,meit,"bạn, bạn nghề"
mate,v,meit,giao phối
material,n,mə´tiəriəl,nguyên vật liệu
material,adj,mə´tiəriəl,"vật chất, hữu hình"
mathematics,n,",mæθi'mætiks","toán học, môn toán"
also maths,n,",mæθi'mætiks","toán học, môn toán"
matter,n,mætə,"chất, vật chất"
matter,v,mætə,"có ý nghĩa, có tính chất quan trọng"
maximum,adj,´mæksiməm,"cực độ, tối đa"
maximum,n,´mæksiməm,"trị số cực đại, lượng cực đại, cực độ"
may,"v, modal",mei,"có thể, có lẽ"
May,n,mei,tháng 5
maybe,adv,´mei¸bi:,"có thể, có lẽ"
mayor,n,mɛə,thị trưởng
me,"n, pro",mi:,"tôi, tao, tớ"
meal,n,mi:l,bữa ăn
mean,v,mi:n,"nghĩa, có nghĩa là"
meaning,n,mi:niɳ,"ý, ý nghĩa"
means,n,mi:nz,"của cải, tài sản, phương tiện. by means: of bằng phương tiện"
meanwhile,adv,miː(n)waɪl,"trong lúc đó, trong lúc ấy"
measure,v,meʤə,"đo, đo lường"
measure,n,meʤə,"sự đo lường, đơn vị đo lường"
measurement,n,məʤəmənt,"sự đo lường, phép đo"
meat,n,mi:t,thịt
media,n,´mi:diə,phương tiện truyền thông đại chúng
medical,adj,medikə,(thuộc) y học
medicine,n,medisn,"y học, y khoa; thuốc"
medium,adj,mi:djəm,"trung bình, trung, vưa"
medium,n,mi:djəm,"sự trung gian, sự môi giới"
meet,v,mi:t,"gặp, gặp gỡ"
meeting,n,mi:tiɳ,"cuộc mít tinh, cuộc biểu tình"
melt,v,mɛlt,"tan ra, chảy ra; làm tan chảy ra"
member,n,membə,"thành viên, hội viên"
membership,n,membəʃip,"tư cách hội viên, địa vị hội viên"
memory,n,meməri,"bộ nhớ, trí nhớ, kỉ niệm. in memory of: sự tưởng nhớ"
mental,adj,mentl,"(thuộc) trí tuệ, trí óc; mất trí"
mentally,adv,´mentəli,về mặt tinh thần
mention,v,menʃn,"kể ra, nói đến, đề cập"
menu,n,menju,thực đơn
mere,adj,miə,chỉ là
merely,adv,miəli,"chỉ, đơn thuần"
mess,n,mes,"tình trạng bưa bộn, tình trạng lộn xộn; người nhếch nhác, bẩn thỉu"
message,n,ˈmɛsɪdʒ,"tin nhắn, thư tín, điện thông báo, thông điệp"
metal,n,metl,kim loại
method,n,meθəd,"phương pháp, cách thức"
metre,n,´mi:tə,mét
mid-,combiningform,mid,tiền tố: ở giữa; một nửa
midday,n,´mid´dei,"trưa, buổi trưa"
middle,"n, adj",midl,"giữa, ở giữa"
midnight,n,midnait,"nửa đêm, 12h đêm"
might,"modal, v",mait,"qk. may có thể, có lẽ"
mild,adj,maɪld,"nhẹ, êm dịu, ôn hòa"
mile,n,mail,dặm (đo lường)
military,adj,militəri,"(thuộc) quân đội, quân sự"
milk,n,milk,sữa
milligram,n,´miligram,mi-li-gam
milligramme (abbr mg),n,´miligram,mi-li-gam
millimetre,n,´mili¸mi:tə,mi-li-mét
millimeter (abbr mm),n,´mili¸mi:tə,mi-li-mét
mind,n,maid,"tâm trí, tinh thần, trí tuệ"
mind,v,maid,"chú ý, để ý, chăm sóc, quan tâm"
mine,"pron, n",maid,của tôi
mineral,n,"ˈmɪnərəl , ˈmɪnrəl","công nhân, thợ mỏ"
mineral,adj,"ˈmɪnərəl , ˈmɪnrəl",khoáng
minimum,adj,miniməm,tối thiểu
minimum,n,miniməm,"số lượng tối thiểu, mức tối thiểu"
minister,n,´ministə,bộ trưởng
ministry,n,´ministri,bộ
minor,adj,´mainə,"nhỏ hơn, thứ yếu, không quan trọng"
minority,n,mai´nɔriti,"phần ít, thiểu số"
minute,n,minit,phút
mirror,n,ˈmɪrər,gương
miss,v,mis,"lỡ, trượt"
miss,n,mis,"sự trượt, sự thiếu vắng"
missing,adj,´misiη,"vắng, thiếu, thất lạc"
mistake,n,mis'teik,"lỗi, sai lầm, lỗi lầm"
mistake,v,mis'teik,"phạm lỗi, phạm sai lầm"
mistaken,adj,mis´teiken,"sai lầm, hiểu lầm"
mix,v,miks,"pha, trộn lẫn"
mix,n,miks,sự pha trộn
mixed,adj,mikst,"lẫn lộn, pha trộn"
mixture,n,ˈmɪkstʃər,"sự pha trộn, sự hỗn hợp"
mobile,adj,məʊbail; 'məʊbi:l,"chuyển động, di động"
mobile phone (mobile),n,məʊbail; 'məʊbi:l,điện thoại đi động
model,n,ˈmɒdl,"mẫu, kiểu mẫu"
modern,adj,mɔdən,"hiện đại, tân tiến"
moment,n,məum(ə)nt,"chốc, lát"
Monday (abbr Mon),n,mʌndi,thứ 2
money,n,mʌni,tiền
monitor,n,mɔnitə,"lớp trưởng, màn hình máy tính"
monitor,v,mɔnitə,"nghe, ghi phát thanh, giám sát"
month,n,mʌnθ,tháng
mood,n,mu:d,"lối, thức, điệu, tâm trạng, tính khí"
moon,n,mu:n,mặt trăng
moral,adj,"ˈmɔrəl , ˈmɒrəl","(thuộc) đạo đức, luân lý, phẩm hạnh; có đạo đức"
morally,adv,"ˈmɔrəl , ˈmɒrəl",có đạo đức
more,"det, pron, adv",mɔ:,"hơn, nhiều hơn"
moreover,adv,mɔ:´rouvə,"hơn nữa, ngoài ra, vả lại"
morning,n,mɔ:niɳ,buổi sáng
most,"det, pro, n, adv",moust,"lớn nhất, nhiều nhất; nhất, hơn cả"
mostly,adv,´moustli,"hầu hết, chủ yếu là"
mother,n,mΔðз,mẹ
motion,n,´mouʃən,"sự chuyển động, sụ di động"
motor,n,´moutə,động cơ mô tô
motorcycle,n,"moutə,saikl",xe mô tô
mount,v,maunt,"leo, trèo"
mount,n,maunt,núi
mountain,n,ˈmaʊntən,núi
mouse,n,maus - mauz,chuột
mouth,n,mauθ - mauð,miệng
move,v,mu:v,"di chuyển, chuyển động"
move,n,mu:v,"sự di chuyển, sự chuyển động"
movement,n,mu:vmənt,"sự chuyển động, sự hoạt động; c động, động tác"
movie,n,´mu:vi,phim xi nê
movie theater,n,´mu:vi,rạp chiếu phim
moving,adj,mu:viɳ,"động, hoạt động"
Mr,n,ˈmɪstə,"Ông, ngài"
Mrs,n,ˈmɪsɪz,Bà
Ms,n,mɪz,"Bà, Cô"
much,"det, pron, adv",mʌtʃ,"nhiều, lắm"
mud,n,mʌd,bùn
multiply,v,mʌltiplai,"nhân lên, làm tăng lên nhiều lần; sinh sôi nảy nở"
mum,n,mʌm,mẹ
murder,n,mə:də,"tội giết người, tội ám sát"
murder,v,mə:də,"giết người, ám sát"
muscle,n,mʌsl,"cơ, bắp thịt"
museum,n,mju:´ziəm,bảo tàng
music,n,mju:zik,"nhạc, âm nhạc"
musical,adj,ˈmyuzɪkəl,"(thuộc) nhạc, âm nhạc; du dương êm ái"
musician,n,mju:'ziʃn,nhạc sĩ
must,"v, modal",mʌst,"phải, cần, nên làm"
my,det,mai,của tôi
myself,pron,mai'self,"tự tôi, chính tôi"
mysterious,adj,mis'tiəriəs,"thần bí, huyền bí, khó hiểu"
mystery,n,mistəri,"điều huyền bí, điều thần bí"
nail,n,neil,"móng (tay, chân) móng vuốt"
naked,adj,neikid,"trần, khỏa thân, trơ trụi"
name,n,neim,tên
name,v,neim,"đặt tên, gọi tên"
narrow,adj,nærou,"hẹp, chật hẹp"
nation,n,nei∫n,"dân tộc, quốc gia"
national,adj,næʃən(ə)l,"(thuộc) quốc gia, dân tộc"
natural,adj,nætʃrəl,"(thuộc) tự nhiên, thiên nhiên"
naturally,adv,næt∫rəli,"vốn, tự nhiên, đương nhiên"
nature,n,neitʃə,"tự nhiên, thiên nhiên"
navy,n,neivi,hải quân
near,"adj, adv, prep",niə,"gần, cận; ở gần"
nearby,"adj, adv",´niə¸bai,gần
nearly,adv,´niəli,"gần, sắp, suýt"
neat,adj,ni:t,"sạch, ngăn nắp; rành mạch"
neatly,adv,ni:tli,"gọn gàng, ngăn nắp"
necessarily,adv,´nesisərili,"tất yếu, nhất thiết"
necessary,adj,nesəseri,"cần, cần thiết, thiết yếu"
neck,n,nek,cổ
need,"v, modal verb, n",ni:d,"cần, đòi hỏi; sự cần"
needle,n,´ni:dl,"cái kim, mũi nhọn"
negative,adj,´negətiv,phủ định
neighbour,n,neibə,hàng xóm
neighbourhood,n,´neibəhud,"hàng xóm, làng giềng"
neither,"det, pron, adv",naiðə,không này mà cũng không kia
nephew,n,´nevju:,"cháu trai (con anh, chị, em)"
nerve,n,nɜrv,"khí lực, thần kinh, can đảm"
nervous,adj,ˈnɜrvəs,"hoảng sợ, dễ bị kích thích, hay lo lắng"
nervously,adv,nз:vзstli,"bồn chồn, lo lắng"
nest,n,nest,"tổ, ổ"
nest,v,nest,làm tổ
net,n,net,"lưới, mạng"
network,n,netwə:k,"mạng lưới, hệ thống"
never,adv,nevə,"không bao giờ, không khi nào"
nevertheless,adv,",nevəðə'les","tuy nhiên, tuy thế mà"
new,adj,nju:,"mới, mới mẻ, mới lạ"
newly,adv,´nju:li,mới
news,n,nju:z,"tin, tin tức"
newspaper,n,nju:zpeipə,báo
next,"adj, adv, n",nekst,"sát, gần, bên cạnh; lần sau, tiếp nữa. next to: Gần"
nice,adj,nais,"đẹp, thú vị, dễ chịu"
nicely,adv,´naisli,"thú vị, dễ chịu"
niece,n,ni:s,cháu gái
night,n,nait,"đêm, tối"
no,"exclamation, det",nou,không
nobody (noone),pron,noubədi,"không ai, không người nào"
noise,n,nɔiz,"tiếng ồn, sự huyên náo"
noisily,adv,´nɔizili,"ồn ào, huyên náo"
noisy,adj,´nɔizi,"ồn ào, huyên náo"
non-,prefix,nɒn,không
none,"n, pro",nʌn,"không ai, không người, vật gì"
nonsense,n,´nɔnsəns,"lời nói vô lý, vô nghĩa"
nor,"adv, conj",no:,cũng không
normal,adj,nɔ:məl,"thường, bình thường"
normal,n,nɔ:məl,tình trạng bình thường
normally,adv,no:mзli,"thông thường, như thường lệ"
north,"n, adj, adv",nɔ:θ,"phía bắc, phương bắc"
northern,adj,nɔ:ðən,Bắc
nose,n,nouz,mũi
not,adv,nɔt,không
note,n,nout,"lời ghi, lời ghi chép"
note,v,nout,"ghi chú, ghi chép"
nothing,pron,ˈnʌθɪŋ,"không gì, không cái gì"
notice,n,nəƱtis,"thông báo, yết thị"
notice,v,nəƱtis,"chú ý, để ý, nhận biết. take notice of chú ý"
noticeable,adj,ˈnoʊtɪsəbəl,"đáng chú ý, đáng để ý"
novel,n,ˈnɒvəl,"tiểu thuyết, truyện"
November (abbr Nov),n,nou´vembə,tháng 11
now,adv,nau,"bây giờ, hiện giờ, hiện nay"
nowhere,adv,´nou¸wɛə,"không nơi nào, không ở đâu"
nuclear,adj,nju:kliз,(thuộc) hạt nhân
number (abbr No),"no, n",´nʌmbə,số
nurse,n,nə:s,y tá
nut,n,nʌt,quả hạch; đầu
o clock,adv,klɔk,đúng giờ
obey,v,o'bei,"vâng lời, tuân theo, tuân lệnh"
object,n,(n) ˈɒbdʒɛkt ; (v) əbˈdʒɛkt,"vật, vật thể, đối tượng"
object,v,(n) ˈɒbdʒɛkt ; (v) əbˈdʒɛkt,"phản đối,chống lại"
objective,n,əb´dʒektiv,"mục tiêu, mục đích"
objective,adj,əb´dʒektiv,"(thuộc) mục tiêu, khách quan"
observation,n,obzə:'vei∫(ə)n,"sự quan sát, sự theo dõi"
observe,v,əbˈzə:v,"quan sát, theo dõi"
obtain,v,əb'tein,"đạt được, giành được"
obvious,adj,ɒbviəs,"rõ ràng, rành mạch, hiển nhiên"
obviously,adv,ɔbviəsli,"một cách rõ ràng, có thể thấy được"
occasion,n,əˈkeɪʒən,"dịp, cơ hội"
occasionally,adv,з'keiЗnзli,"thỉnh thoảng, đôi khi"
occupied,adj,ɔkjupaid,"đang sử dụng, đầy (người)"
occupy,v,ɔkjupai,"giữ, chiếm lĩnh, chiếm giữ"
occur,v,ə'kə:,"xảy ra, xảy đến, xuất hiện"
ocean,n,əuʃ(ə)n,đại dương
October (abbr Oct),n,ɔk´toubə,tháng 10
odd,adj,ɔd,"kỳ quặc, kỳ cục, lẻ (số)"
oddly,adv,´ɔdli,"kỳ quặc, kỳ cục, lẻ (số)"
of,prep,ɔv,của
off,adv,ɔ:f,tắt
off,prep,ɔ:f,"khỏi, cách, rời"
offence,n,ə'fens,"sự vi phạm, sự phạm tội"
offend,v,ə´fend,"xúc phạm, làm bực mình, làm khó chịu"
offensive,"n, adj",ə´fensiv,"sự tấn công, cuộc tấn công, sỉ nhục"
offer,v,´ɔfə,"biếu, tặng, cho"
offer,n,´ɔfə,sự trả giá
office,n,ɔfis,"cơ quấn, văn phòng, bộ"
officer,n,´ɔfisə,"viên chức, cảnh sát, sĩ quấn"
official,adj,ə'fiʃəl,"(thuộc) chính quyền, văn phòng"
official,n,ə'fiʃəl,"viên chức, công chức"
officially,adv,ə'fi∫əli,"một cách trịnh trọng, một cách chính thức"
often,adv,ɔ:fn,"thường, hay, luôn"
oh,exclamation,ou,"chao, ôi chao, chà, này.."
oil,n,ɔɪl,dầu
OK (okay),"exclamation, adj, adv",əʊkei,"đồng ý, tán thành"
old,adj,ould,già
old-fashioned,adj,ould,lỗi thời
on,adv,"on, prep","trên, ở trên; tiếp tục, tiếp diễn"
once,adv,wʌns,một lần
once,conj,wʌns,"khi mà, ngay khi, một khi"
one number,det,wʌn,một
one number,pron,wʌn,"một người, một vật nào đó"
onion,n,ˈʌnjən,củ hành
only,adj,ounli,"chỉ có 1, duy nhất"
only,adv,ounli,"chỉ, mới"
onto,prep,´ɔntu,"về phía trên, lên trên"
open,adj,oupən,"mở, ngỏ"
open,v,oupən,"mở, bắt đầu, khai mạc"
opening,n,´oupniη,"khe hở, lỗ; sự bắt đầu, sự khai mạc, lễ khánh thành"
openly,adv,´oupənli,"công khai, thẳng thắn"
operate,v,ɔpəreit,"hoạt động, điều khiển"
operation,n,",ɔpə'reiʃn","sự hoạt động, quá trình hoạt động"
opinion,n,ə'pinjən,"ý kiến, quan điểm"
opponent,n,əpəʊ.nənt,"địch thủ, đối thủ, kẻ thù"
opportunity,n,"ˌɒpərˈtunɪti , ˌɒpərˈtyunɪti","cơ hội, thời cơ"
oppose,v,əˈpoʊz,"đối kháng, đối chọi, đối lập; chống đối, phản đối"
opposed to,adj,ə´pouzd,"chống lại, phản đối"
opposing,adj,з'pouziη,"tính đối kháng, đối chọi"
opposite,adj,ɔpəzit,"đối nhau, ngược nhau"
opposite,adv,ɔpəzit,"trước mặt, đối diện"
opposite,nprep,ɔpəzit,điều trái ngược
opposition,n,¸ɔpə´ziʃən,"sự đối lập, sự đối nhau; sự chống lại, sự phản đối; phe đối lập"
option,n,ɔpʃn,sự lựa chọn
orange,n,ɒrɪndʒ,quả cam
orange,adj,ɒrɪndʒ,có màu da cam
order,n,ɔ:də,"thứ, bậc"
order,v,ɔ:də,ra lệnh. in order to hợp lệ
ordinary,adj,o:dinəri,"thường, thông thường"
organ,n,ɔ:gən,đàn óoc gan
organization,n,",ɔ:gənai'zeiʃn","tổ chức, cơ quan; sự tổ chức"
organize,v,´ɔ:gə¸naiz,"tổ chức, thiết lập"
organized,adj,o:gзnaizd,"có trật tự, ngăn nắp, được sắp xếp, được tổ chức"
origin,n,ɔridӡin,"gốc, nguồn gốc, căn nguyên"
original,adj,ə'ridʒənl,"(thuộc) gốc, nguồn gốc, căn nguyên"
original,n,ə'ridʒənl,nguyên bản
originally,adv,ə'ridʒnəli,"một cách sáng tạo, mới mẻ, độc đáo; khởi đầu, đầu tiên"
other,"adj, pron",ˈʌðər,khác
otherwise,adv,´ʌðə¸waiz,"khác, cách khác; nếu không thì...; mặt khác"
ought to,"v, modal",ɔ:t,"phải, nên, hẳn là"
our,det,auə,"của chúng ta, thuộc chúng ta, của chúng tôi, của chúng mình"
ours,n,"auəz, pro","của chúng ta, thuộc chúng ta, của chúng tôi, của chúng mình"
ourselves,pron,´awə´selvz,"bản thân chúng ta, bản thân chúng tôi, bản thân chúng mình; tự chúng mình"
out,"of, adv, prep",aut,"ngoài, ở ngoài, ra ngoài"
outdoor,adj,autdɔ:,"ngoài trời, ở ngoài"
outdoors,adv,¸aut´dɔ:z,"ở ngoài trời, ở ngoài nhà"
outer,adj,¸aut´dɔ:z,"ở phía ngoài, ở xa hơn"
outline,v,´aut¸lain,"vẽ, phác tảo"
outline,n,´aut¸lain,"đường nét, hình dáng, nét ngoài"
output,n,autput,"sự sản xuất; sản phẩm, sản lượng"
outside,"n, adj, prep, adv",aut'said,"bề ngoài, bên ngoài; ở ngoài; ngoài"
outstanding,adj,¸aut´stændiη,"nổi bật, đáng chú ý; còn tồn lại"
oven,n,ʌvn,lò (nướng)
over,adv,ouvə,"bên trên, vượt qua"
over,prep,ouvə,"lên, lên trên"
overall,adj,(adv) ˈoʊvərˈɔl,"toàn bộ, toàn thể"
overall,adv,(adv) ˈoʊvərˈɔl,"tất cả, bao gồm"
overcome,v,ˌoʊvərˈkʌm,"thắng, chiến thắng, khắc phục, đánh bại (khó khăn)"
owe,v,ou,"nợ, hàm ơn; có được (cái gì)"
own,"adj, pron, v",oun,"của chính mình, tự mình; nhận, nhìn nhận"
owner,n,´ounə,"người chủ, chủ nhân"
p.m. (PM),adv,ˌpiː ˈem,"quá trưa, chiều, tối"
pace,n,peis,"bước chân, bước"
pack,v,pæk,"gói, bọc"
pack,n,pæk,"bó, gói"
package,n,pæk.ɪdʒ,"gói đồ, bưu kiện"
package,v,pæk.ɪdʒ,"đóng gói, đóng kiện"
packaging,n,"""pækidzŋ",bao bì
packet,n,pækit,gói nhỏ
page,n,peidʒ,trang (sách)
pain,n,pein,"sự đau đớn, sự đau khổ"
painful,adj,peinful,"đau đớn, đau khổ"
paint,n,peint,"sơn, vôi màu"
paint,v,peint,"sơn, quét sơn"
painter,n,peintə,họa sĩ
painting,n,peintiɳ,"sự sơn; bức họa, bức tranh"
pair,n,pɛə,"đôi, cặp"
palace,n,ˈpælɪs,"cung điện, lâu đài"
pale,adj,peil,"taí, nhợt"
pan,n,pæn - pɑ:n,"xoong, chảo"
panel,n,pænl,"ván ô (cửa, tường), pa nô"
pants,n,pænts,"quần lót, quần đùi dài"
paper,n,´peipə,giấy
parallel,adj,pærəlel,"song song, tương đương"
parent,n,peərənt,"cha, mẹ"
park,n,pa:k,"công viên, vườn hoa"
park,v,pa:k,khoanh vùng thành công viên
parliament,n,pɑ:ləmənt,"nghi viện, quốc hội"
part,n,pa:t,"phần, bộ phận"
particular,adj,pə´tikjulə,"riêng biệt, cá biệt"
particularly,adv,pə´tikjuləli,"một cách đặc biệt, cá biệt, riêng biệt"
partly,adv,´pa:tli,"đến chừng mực nào đó, phần nào đó"
partner,n,pɑ:tnə,"đối tác, cộng sự"
partnership,n,´pa:tnəʃip,"sự chung phần, sự cộng tác"
party,n,ˈpɑrti,"tiệc, buổi liên hoan; đảng"
pass,v,´pa:s,"qua, vượt qua, ngang qua"
passage,n,ˈpæsɪdʒ,"sự đi qua, sự trôi qua; hành lang"
passenger,n,pæsindʤə,hành khách
passing,n,´pa:siη,"sự đi qua, sự trôi qua"
passing,adj,´pa:siη,thoáng qua ngắn ngủi
passport,n,´pa:spɔ:t,hộ chiếu
past,"adj, n, prep, adv",pɑ:st,"quá khứ, dĩ vãng; quá, qua"
path,n,pɑ:θ,đường mòn; hướng đi
patience,n,´peiʃəns,"tính kiên nhẫn, nhẫn nại, kiên trì, sự chịu đựng"
patient,n,peiʃənt,bệnh nhân
patient,adj,peiʃənt,"kiên nhẫn, nhẫn nại, bền chí"
pattern,n,pætə(r)n,"mẫu, khuôn mẫu"
pause,v,pɔ:z,"tạm nghỉ, dưng"
pause,n,pɔ:z,"sự tạm nghỉ, sự tạm ngưng"
pay,v,pei,"trả, thanh toán, nộp"
pay,n,pei,tiền lương
pay attention to,v,pei əˈtenʃn tu,chú ý tới
payment,n,peim(ə)nt,"sự trả tiền, số tiền trả, tiền bồi thường"
peace,n,pi:s,"hòa bình, sự hòa thuận"
peaceful,adj,pi:sfl,"hòa bình, thái bình, yên tĩnh"
peak,n,pi:k,"lưỡi trai; đỉnh, chóp"
pen,n,pen,bút
pence,n,pens,đồng xu
pencil,n,´pensil,bút chì
penny,n,´peni,đồng xu
pension,n,penʃn,"tiền trợ cấp, lương hưu"
people,n,ˈpipəl,"dân tộc, dòng giống; người"
pepper,n,´pepə,"hạt tiêu, cây ớt"
per,prep,pə:,cho mỗi
per cent (percent),"usn, adj, adv",pə:,phần trăm
perfect,adj,pə'fekt,hoàn hảo
perfectly,adv,´pə:fiktli,một cách hoàn hảo
perform,v,pə´fɔ:m,"biểu diễn; làm, thực hiện"
performance,n,pə'fɔ:məns,"sự làm, sự thực hiện, sự thi hành, sự biểu diễn"
performer,n,pə´fɔ:mə,"người biểu diễn, người trình diễn"
perhaps,adv,pə'hæps,"có thể, có lẽ"
period,n,piəriəd,"kỳ, thời kỳ, thời gian; thời đại"
permanent,adj,pə:mənənt,"lâu dài, vĩnh cửu, thường xuyên"
permanently,adv,pə:mənəntli,"cách thường xuyên, vĩnh cửu"
permission,n,pə'miʃn,"sự cho phép, giấy phép"
permit,v,pə:mit,"cho phép, cho cơ hội"
person,n,ˈpɜrsən,"con người, người"
personal,adj,pə:snl,"cá nhân, tư, riêng tư"
personality,n,pə:sə'næləti,"nhân cách, tính cách; nhân phẩm, cá tính"
personally,adv,´pə:sənəli,"đích thân, bản thân, về phần tôi, đối với tôi"
persuade,v,pə'sweid,thuyết phục
pet,n,pet,"cơn nóng giận; vật cưng, người được yêu thích"
petrol,n,ˈpɛtrəl,xăng dầu
phase,n,feiz,"tuần trăng; giai đoạn, thời kỳ"
philosophy,n,fɪˈlɒsəfi,"triết học, triết lý"
photocopy,n,´foutə¸kɔpi,bản sao chụp
photocopy,v,´foutə¸kɔpi,sao chụp
photograph (photo),n,´foutə¸gra:f,"ảnh, bức ảnh"
photograph (photo),v,´foutə¸gra:f,chụp ảnh
photographer,n,fə´tɔgrəfə,"thợ chụp ảnh, nhà nhiếp ảnh"
photography,n,fə´tɔgrəfi,"thuật chụp ảnh, nghề nhiếp ảnh"
phrase,n,freiz,"câu; thành ngữ, cụm tư"
physical,adj,´fizikl,"vật chất; (thuộc) cơ thể, thân thể"
physically,adv,´fizikli,"về thân thể, theo luật tự nhiên"
physics,n,fiziks,vật lý học
piano,n,pjænou,"đàn pianô, dương cầm"
pick,v,pik,"cuốc (đất); đào, khoét (lỗ). pick st up cuốc, vỡ, xé"
picture,n,piktʃə,"bức vẽ, bức họa"
piece,n,pi:s,"mảnh, mẩu; đồng tiền"
pig,n,pig,con lợn
pile,n,paɪl,"cọc, chồng, đống, pin"
pile,v,paɪl,"đóng cọc, chất chồng"
pill,n,´pil,viên thuốc
pilot,n,´paiələt,phi công
pin,n,pin,đinh ghim
pin,v,pin,"ghim., kẹp"
pink,adj,piηk,màu hồng
pink,n,piηk,"hoa cẩm chướng, tình trạng tốt, hoàn hảo"
pint,n,paint,"lít (bia, sữa) a pint of beer + một panh bia"
pipe,n,paip,"ống dẫn (khí, nước...)"
pitch,n,pit∫,sân (chơi các môn thể thao); đầu hắc ín
pity,n,´piti,"lòng thương hại, điều đáng tiếc, đáng thương"
place,n,pleis,"nơi, địa điểm"
place,v,pleis,"quảng trường. take place: xảy ra, được cử hành, được tổ chức"
plain,adj,plein,"ngay thẳng, đơn giản, chất phác"
plan,n,plæn,"bản đồ, kế hoạch"
plan,v,plæn,"vẽ bản đồ, lập kế hoạch, dự kiến"
plane,n,plein,"mặt phẳng, mặt bằng, máy bay"
planet,n,´plænit,hành tinh
planning,n,plænniη,"sự lập kế hoạch, sự quy hoạch"
plant,n,"plænt , plɑnt","thực vật, sự mọc lên"
plant,v,"plænt , plɑnt","trồng, gieo"
plastic,"n, adj",plæstik,"chất dẻo, làm bằng chất dẻo"
plate,n,pleit,"bản, tấm kim loại"
platform,n,plætfɔ:m,"nền, bục, bệ; thềm, sân ga"
play,v,plei,"chơi, đánh"
play,n,plei,"sự vui chơi, trò chơi, trận đấu"
player,n,pleiз,người chơi 1 trò chơi nào đó (nhạc cụ)
pleasant,adj,pleznt,"vui vẻ, dễ thương; dịu dàng, thân mật"
pleasantly,adv,plezəntli,"vui vẻ, dễ thương; thân mật"
please,"exclamation, v",pli:z,"làm vui lòng, vưa lòng, mong... vui lòng, xin mời"
pleased,adj,pli:zd,hài lòng
pleasing,adj,´pli:siη,mang lại niềm vui thích; dễ chịu
pleasure,n,ˈplɛʒuə(r),"niềm vui thích, điều thích thú, điều thú vị; ý muốn, ý thích"
plenty,"pron, n",plenti,"nhiều (s.k.lượng); chỉ sự thưa; sự sung túc, sự p.phú"
plot,n,plɔt,"mảnh đất nhỏ, sơ đồ, đồ thị, đồ án"
plot,v,plɔt,"vẽ sơ đồ, dựng đồ án"
plug,n,plʌg,"nút (thùng, chậu, bồ(n)..), cái phíc cắm"
plus,"n, adj ,conj, prep",plʌs,"cộng với (số, người...); dấu cộng; cộng, thêm vào"
pocket,n,pɔkit,"túi (quần áo, trong xe hơi), túi tiền"
poem,n,pouim,bài thơ
poetry,n,pouitri,thi ca; chất thơ
point,n,pouitri,"mũi nhọn, điểm"
point,v,pouitri,"vót, làm nhọn, chấm (câu..)"
pointed,adj,´pɔintid,"nhọn, có đầu nhọn"
